,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant
9837,Whitman,38267.0,Pullman School District,2499.0,Pullman High School,P,12th Grade,207,99,0,108,1,20,10,23,1,11,141,2,0,15,6,51,0,1,11,23,17,205,205,192,201,156,207
9869,Pierce,27003.0,Puyallup School District,3972.0,E B Walker High School,A,12th Grade,50,22,0,28,1,0,1,15,1,4,28,3,0,0,11,36,0,0,11,8,2,47,50,50,39,14,50
9888,Pierce,27003.0,Puyallup School District,4540.0,Emerald Ridge High School,P,12th Grade,512,243,0,269,8,20,15,84,6,56,323,14,0,42,11,146,0,19,13,42,63,498,511,470,501,366,512
9946,Pierce,27003.0,Puyallup School District,3645.0,Gov John Rogers High School,P,12th Grade,620,283,0,337,6,52,40,76,15,92,339,22,0,31,17,207,1,19,21,45,90,598,617,589,603,413,619
10008,Pierce,27003.0,Puyallup School District,2125.0,Puyallup High School,P,12th Grade,620,291,0,329,2,34,31,77,5,66,405,14,0,66,18,191,0,7,31,63,79,606,617,554,602,429,620
10013,Pierce,27003.0,Puyallup School District,1640.0,Puyallup Online Academy/POA,A,12th Grade,53,31,0,22,0,0,3,6,1,3,40,1,0,1,4,20,0,1,11,7,4,52,53,52,49,33,53
10020,Pierce,27003.0,Puyallup School District,5321.0,Puyallup Open Doors/POD,R,12th Grade,119,60,0,59,2,1,7,27,1,15,66,6,0,0,5,62,0,1,15,10,20,113,119,119,114,57,119
10131,Jefferson,16048.0,Quilcene School District,2474.0,Quilcene High And Elementary,P,12th Grade,23,7,0,16,0,0,0,0,0,1,22,0,0,0,7,9,0,1,1,1,8,23,23,23,16,14,23
10146,Clallam,5903.0,Quileute Tribal School District,5430.0,Quileute Tribal School,Q,12th Grade,7,7,0,0,6,0,0,0,0,1,0,0,0,0,0,7,0,0,4,1,0,7,7,7,7,0,7
10160,Clallam,5402.0,Quillayute Valley School District,1671.0,District Run Home School,A,12th Grade,3,3,0,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,2,3,3,3,1,2
10170,Clallam,5402.0,Quillayute Valley School District,1500.0,Forks Alternative School,A,12th Grade,13,7,0,6,3,0,0,1,0,2,7,0,0,0,3,10,0,0,1,0,2,13,13,13,10,3,13
10180,Clallam,5402.0,Quillayute Valley School District,2349.0,Forks High School,P,12th Grade,77,30,0,47,6,0,0,20,0,5,46,3,0,8,1,41,1,0,2,2,16,74,77,69,76,36,76
10190,Clallam,5402.0,Quillayute Valley School District,5529.0,Insight School of WA Open Doors Program,R,12th Grade,5,3,0,2,0,0,0,1,0,1,3,0,0,0,1,2,0,1,4,1,0,5,5,5,4,3,5
10194,Clallam,5402.0,Quillayute Valley School District,5071.0,Insight School of Washington,5,12th Grade,843,497,0,346,10,17,31,144,8,77,556,19,0,0,60,410,2,40,198,56,159,824,839,843,783,433,841
10223,Grant,13144.0,Quincy School District,3088.0,Quincy High School,P,12th Grade,186,94,0,92,0,0,1,160,0,0,25,34,0,0,5,152,15,0,8,4,16,152,185,186,181,34,171
10228,Grant,13144.0,Quincy School District,1506.0,Quincy Innovation Academy,A,12th Grade,15,7,0,8,0,0,0,12,0,0,3,2,0,0,2,14,2,0,4,0,0,13,15,15,13,1,13
10255,Thurston,34307.0,Rainier School District,2468.0,Rainier Senior High School,P,12th Grade,59,31,0,28,0,0,0,1,0,5,53,0,0,0,0,19,0,2,0,3,9,59,58,59,59,40,59
10275,Pacific,25116.0,Raymond School District,2357.0,Raymond Jr Sr High School,P,12th Grade,41,14,0,27,3,1,0,13,0,0,24,5,0,5,9,20,0,0,0,1,4,36,39,36,32,21,41
10290,Lincoln,22009.0,Reardan-Edwall School District,2478.0,Reardan Middle-Senior High School,P,12th Grade,31,15,0,16,0,0,0,1,0,1,29,0,0,0,0,12,0,0,1,1,4,31,31,31,31,19,31
10329,King,17403.0,Renton School District,1534.0,Griffin Home,S,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
10354,King,17403.0,Renton School District,3630.0,Hazen Senior High School,P,12th Grade,429,203,0,226,3,126,24,96,0,17,163,24,0,0,14,138,1,0,18,24,35,405,428,429,415,291,428
10387,King,17403.0,Renton School District,3741.0,Lindbergh Senior High School,P,12th Grade,289,139,0,150,3,93,31,60,3,14,85,20,0,1,7,129,0,0,20,10,33,269,287,288,282,160,289
10409,King,17403.0,Renton School District,5335.0,Open Door Youth Reengagement,R,12th Grade,77,37,0,40,2,3,15,36,3,4,14,15,0,0,4,53,1,0,28,3,3,62,75,77,73,24,76
10413,King,17403.0,Renton School District,1648.0,Out Of District Facility,S,12th Grade,3,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
10423,King,17403.0,Renton School District,5070.0,Renton Academy,A,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
10442,King,17403.0,Renton School District,2475.0,Renton Senior High School,P,12th Grade,307,156,0,151,1,110,77,65,4,17,33,27,0,1,22,189,0,0,19,6,26,280,306,306,285,118,307
10468,King,17403.0,Renton School District,5282.0,Talley High School,A,12th Grade,191,80,2,109,1,21,48,46,1,27,47,9,0,1,9,121,0,0,42,9,55,182,189,190,182,70,191
10496,Ferry,10309.0,Republic School District,1898.0,Republic Parent Partner,5,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10511,Ferry,10309.0,Republic School District,3579.0,Republic Senior High School,P,12th Grade,16,9,0,7,1,0,0,0,0,1,14,0,0,0,2,8,0,0,2,1,1,16,16,16,14,8,16
10536,Benton,3400.0,Richland School District,3833.0,Hanford High School,P,12th Grade,527,235,0,292,1,35,13,70,0,15,393,24,0,28,8,119,6,1,22,8,48,503,527,499,519,408,521
10582,Benton,3400.0,Richland School District,3511.0,Richland High School,P,12th Grade,465,226,0,239,1,13,6,74,0,12,359,17,0,32,11,145,6,0,26,0,49,448,465,433,454,320,459
10589,Benton,3400.0,Richland School District,4295.0,Rivers Edge High School,A,12th Grade,127,58,0,69,1,1,4,28,0,2,91,4,0,0,21,83,3,0,23,3,11,123,127,127,106,44,124
10601,Benton,3400.0,Richland School District,2001.0,Special Programs,S,12th Grade,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
10623,Benton,3400.0,Richland School District,5165.0,Three Rivers Home Link,A,12th Grade,17,8,0,9,0,1,1,1,0,0,14,0,0,0,0,5,0,0,2,0,0,17,17,17,17,12,17
10654,Clark,6122.0,Ridgefield School District,2390.0,Ridgefield High School,P,12th Grade,212,100,0,112,1,2,3,24,0,17,165,7,0,13,11,51,0,1,5,10,33,205,210,199,201,161,212
10691,Adams,1160.0,Ritzville School District,2132.0,Ritzville High School,P,12th Grade,30,17,0,13,1,1,1,1,0,0,26,0,0,0,3,12,1,0,3,1,2,30,30,30,27,18,29
10703,Spokane,32416.0,Riverside School District,1919.0,Independent Scholar,A,12th Grade,9,4,0,5,0,0,0,1,0,0,8,0,0,0,0,3,0,1,2,0,0,9,9,9,9,6,9
10725,Spokane,32416.0,Riverside School District,4228.0,Riverside High School,P,12th Grade,104,53,0,51,3,1,0,3,0,0,97,2,0,7,4,51,0,0,5,6,12,102,103,97,100,53,104
10742,King,17407.0,Riverview School District,3524.0,Cedarcrest High School,P,12th Grade,245,122,0,123,1,6,0,30,0,5,203,0,0,0,2,30,1,0,11,13,17,245,245,245,243,215,244
10757,King,17407.0,Riverview School District,1756.0,CLIP,A,12th Grade,18,8,0,10,0,0,0,0,0,1,17,0,0,0,5,11,0,0,1,2,5,18,18,18,13,7,18
10768,King,17407.0,Riverview School District,1854.0,PARADE,A,12th Grade,6,4,0,2,0,1,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,6,6,6,6,5,6
10798,Thurston,34401.0,Rochester School District,1735.0,H.e.a.r.t. High School,A,12th Grade,25,14,0,11,1,0,0,7,1,4,12,0,0,0,1,11,0,0,7,0,1,25,24,25,24,14,25
10803,Thurston,34401.0,Rochester School District,4326.0,Rochester High School,P,12th Grade,178,74,0,104,9,1,3,26,2,10,127,5,0,12,14,85,5,4,15,7,37,173,177,166,164,93,173
10824,Whitman,38320.0,Rosalia School District,3204.0,Rosalia Elementary & Secondary School,P,12th Grade,8,2,0,6,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,1,8,8,8,8,5,8
10845,Grant,13160.0,Royal School District,3516.0,Royal High School,P,12th Grade,125,57,0,68,0,0,0,104,0,0,21,28,0,6,7,88,10,0,3,17,11,97,125,119,118,37,115
10866,San Juan,28149.0,San Juan Island School District,2879.0,Friday Harbor High School,P,12th Grade,63,33,0,30,0,2,0,11,0,3,47,1,0,0,2,19,0,0,1,2,7,62,63,63,61,44,63
10874,San Juan,28149.0,San Juan Island School District,1963.0,Griffin Bay School,A,12th Grade,6,4,0,2,0,0,0,2,0,0,4,0,0,0,1,3,0,0,2,0,0,6,6,6,5,3,6
10900,King,17001.0,Seattle School District No. 1,3778.0,Alan T. Sugiyama High School,A,12th Grade,28,13,0,15,0,4,10,7,4,3,0,6,0,0,11,27,0,0,10,1,9,22,28,28,17,1,28
10936,King,17001.0,Seattle School District No. 1,2220.0,Ballard High School,P,12th Grade,469,235,0,234,2,34,11,42,0,32,348,10,0,30,2,51,6,0,17,57,59,459,469,439,467,418,463
10948,King,17001.0,Seattle School District No. 1,5406.0,Bridges Transition,S,12th Grade,124,47,0,77,1,23,29,21,0,4,46,34,0,0,3,61,0,0,7,0,124,90,124,124,121,63,124
10973,King,17001.0,Seattle School District No. 1,1751.0,Cascade Parent Partnership Program,A,12th Grade,10,3,0,7,0,0,0,0,0,3,7,0,0,0,0,2,0,0,0,1,0,10,10,10,10,8,10
11010,King,17001.0,Seattle School District No. 1,3096.0,Chief Sealth International High School,P,12th Grade,269,124,0,145,5,48,56,75,3,17,65,49,0,3,22,176,2,0,15,8,42,220,269,266,247,93,267
11015,King,17001.0,Seattle School District No. 1,2392.0,Cleveland High School STEM,P,12th Grade,219,111,0,108,5,104,53,23,0,17,17,15,0,4,13,123,0,0,2,19,23,204,219,215,206,96,219
11079,King,17001.0,Seattle School District No. 1,2182.0,Franklin High School,P,12th Grade,323,158,0,165,1,160,69,41,3,16,33,61,0,4,11,211,3,0,19,2,28,262,322,319,312,112,320
11091,King,17001.0,Seattle School District No. 1,2306.0,Garfield High School,P,12th Grade,441,233,0,208,3,79,108,33,2,33,183,33,0,162,17,139,4,0,19,40,35,408,440,279,424,302,437
11163,King,17001.0,Seattle School District No. 1,3276.0,Ingraham High School,P,12th Grade,325,139,0,186,2,44,32,48,0,24,175,39,0,81,11,95,17,0,13,28,44,286,324,244,314,230,308
11168,King,17001.0,Seattle School District No. 1,3496.0,Interagency Detention School,J,12th Grade,15,2,0,13,1,0,6,5,1,0,2,1,0,0,2,11,0,0,10,0,9,14,14,15,13,4,15
11173,King,17001.0,Seattle School District No. 1,5405.0,Interagency Open Doors,R,12th Grade,87,48,0,39,3,8,24,16,0,11,25,7,0,1,11,56,0,0,11,6,21,80,85,86,76,31,87
11177,King,17001.0,Seattle School District No. 1,1635.0,Interagency Programs,A,12th Grade,231,101,0,130,6,15,101,62,3,24,20,22,0,1,50,181,3,1,42,3,80,209,225,230,181,50,228
11336,King,17001.0,Seattle School District No. 1,1547.0,Middle College High School,P,12th Grade,28,14,0,14,0,2,4,6,0,1,15,2,0,2,1,8,0,0,8,5,12,26,28,26,27,20,28
11347,King,17001.0,Seattle School District No. 1,3479.0,Nathan Hale High School,P,12th Grade,290,141,0,149,4,40,48,29,1,16,152,26,0,8,11,102,1,0,12,28,46,264,288,282,279,188,289
11368,King,17001.0,Seattle School District No. 1,3868.0,Nova High School,A,12th Grade,121,70,0,51,2,8,6,11,0,12,82,0,0,2,5,37,0,0,16,23,36,121,121,119,116,84,121
11408,King,17001.0,Seattle School District No. 1,5046.0,Private School Services,S,12th Grade,5,4,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,5,5,5,5,5,4,5
11430,King,17001.0,Seattle School District No. 1,3327.0,Rainier Beach High School,P,12th Grade,218,81,0,137,0,59,110,22,6,17,4,48,0,0,25,177,1,0,13,3,39,170,216,218,193,41,217
11464,King,17001.0,Seattle School District No. 1,2285.0,Roosevelt High School,P,12th Grade,443,221,0,222,0,53,21,35,0,35,299,13,0,26,3,61,2,1,7,61,43,430,442,417,440,382,441
11510,King,17001.0,Seattle School District No. 1,1596.0,Seattle World School,A,12th Grade,67,30,0,37,0,26,13,25,0,0,3,59,0,0,13,60,11,0,9,0,1,8,67,67,54,7,56
11542,King,17001.0,Seattle School District No. 1,1856.0,The Center School,P,12th Grade,49,35,0,14,0,1,3,6,0,6,33,0,0,4,0,2,0,0,2,6,8,49,49,45,49,47,49
11607,King,17001.0,Seattle School District No. 1,2234.0,West Seattle High School,P,12th Grade,234,122,0,112,2,27,22,32,1,20,130,14,0,3,4,49,0,0,8,12,22,220,233,231,230,185,234
11702,Skagit,29101.0,Sedro-Woolley School District,2150.0,Sedro Woolley Senior High School,P,12th Grade,313,153,0,160,9,7,1,67,1,12,216,19,0,0,23,142,13,2,4,13,54,294,312,313,290,171,300
11707,Skagit,29101.0,Sedro-Woolley School District,1537.0,State Street High School,A,12th Grade,147,53,0,94,6,0,6,25,3,4,103,7,0,0,15,83,1,2,36,2,23,140,146,147,132,64,146
11718,Yakima,39119.0,Selah School District,4272.0,Selah Academy Online,A,12th Grade,42,30,0,12,1,0,0,9,0,0,32,3,0,0,3,27,1,0,17,1,3,39,40,42,39,15,41
11724,Yakima,39119.0,Selah School District,2388.0,Selah High School,P,12th Grade,280,122,0,158,2,2,3,72,0,7,194,16,0,19,3,112,8,5,17,7,44,264,278,261,277,168,272
11755,Pend Oreille,26070.0,Selkirk School District,5226.0,Selkirk High School,P,12th Grade,25,13,0,12,1,0,0,0,0,1,23,0,0,0,2,6,0,0,1,0,5,25,25,25,23,19,25
11778,Clallam,5323.0,Sequim School District,1708.0,Olympic Peninsula Academy,A,12th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
11796,Clallam,5323.0,Sequim School District,2471.0,Sequim Senior High,P,12th Grade,222,110,0,112,8,7,3,25,0,16,163,1,0,14,8,85,0,1,5,6,26,221,221,208,214,137,222
11816,Mason,23309.0,Shelton School District,4288.0,Choice Middle and High School,A,12th Grade,117,50,1,66,7,0,0,26,0,12,72,11,0,1,21,81,3,1,15,11,28,106,114,116,96,36,114
11847,Mason,23309.0,Shelton School District,3241.0,Shelton High School,P,12th Grade,312,121,0,191,12,2,4,66,1,31,196,23,0,0,31,178,7,1,14,37,45,289,310,312,281,134,305
11851,Mason,23309.0,Shelton School District,5548.0,Shelton Open Doors,R,12th Grade,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0
11893,King,17412.0,Shoreline School District,2612.0,Fircrest Residential Habilitation,I,12th Grade,3,0,0,3,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,3
11896,King,17412.0,Shoreline School District,1667.0,Handicapped Contractual Services,S,12th Grade,3,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,3,3,3,3,3,3
11970,King,17412.0,Shoreline School District,3343.0,Shorecrest High School,P,12th Grade,350,185,0,165,0,62,30,35,1,48,174,20,0,28,6,111,0,1,9,49,28,330,350,322,344,239,350
11975,King,17412.0,Shoreline School District,3921.0,Shorewood High School,P,12th Grade,437,203,0,234,1,66,38,59,2,52,219,17,0,24,15,157,0,0,13,30,72,420,437,413,422,280,437
12000,King,17404.0,Skykomish School District,2513.0,Skykomish High School,P,12th Grade,4,2,0,2,0,0,0,1,0,0,3,0,0,0,0,3,0,0,1,0,3,4,4,4,4,1,4
12005,Snohomish,31201.0,Snohomish School District,4265.0,AIM High School,A,12th Grade,92,37,0,55,1,0,1,10,0,4,76,2,0,4,3,28,0,1,25,14,14,90,92,88,89,64,92
12047,Snohomish,31201.0,Snohomish School District,5128.0,Glacier Peak High School,P,12th Grade,417,215,0,202,0,27,6,37,0,23,324,3,0,185,1,45,2,6,6,53,42,414,417,232,416,372,415
12051,Snohomish,31201.0,Snohomish School District,3981.0,High School Re Entry,A,12th Grade,6,1,0,5,0,0,0,0,0,0,6,0,0,0,0,2,0,0,4,0,0,6,6,6,6,4,6
12072,Snohomish,31201.0,Snohomish School District,1904.0,Parent Partnership,A,12th Grade,7,4,0,3,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7
12114,Snohomish,31201.0,Snohomish School District,2428.0,Snohomish High School,P,12th Grade,435,205,0,230,2,21,2,47,1,11,351,3,0,156,4,91,1,1,15,33,94,432,433,279,431,344,434
12158,King,17410.0,Snoqualmie Valley School District,2850.0,Mount Si High School,P,12th Grade,464,216,0,248,3,19,5,36,1,11,389,2,0,0,2,42,0,1,13,59,41,462,464,464,462,422,464
12170,King,17410.0,Snoqualmie Valley School District,5181.0,Snoqualmie Access,S,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12201,King,17410.0,Snoqualmie Valley School District,5374.0,SNOQUALMIE VALLEY SCHOOL DISTRICT OPEN DOORS,R,12th Grade,17,7,0,10,1,1,0,2,1,0,12,0,0,0,0,8,0,0,6,0,0,17,15,17,17,9,17
12216,King,17410.0,Snoqualmie Valley School District,1502.0,Two Rivers School,P,12th Grade,36,15,0,21,0,1,0,3,0,2,30,0,0,0,2,8,0,0,4,6,18,36,36,36,34,28,36
12222,Grant,13156.0,Soap Lake School District,1518.0,RISE Academy,A,12th Grade,6,3,0,3,0,0,0,2,0,0,4,1,0,0,1,4,0,0,0,0,1,5,6,6,5,2,6
12235,Grant,13156.0,Soap Lake School District,3089.0,Soap Lake Middle & High School,P,12th Grade,36,15,0,21,0,0,0,11,0,0,25,1,0,0,3,23,3,0,4,1,3,35,36,36,33,13,33
12270,Pacific,25118.0,South Bend School District,2214.0,South Bend High School,P,12th Grade,45,23,0,22,2,0,1,9,0,6,27,3,0,0,3,25,0,0,2,1,6,42,45,45,42,20,45
12289,Kitsap,18402.0,South Kitsap School District,3899.0,Discovery,A,12th Grade,104,51,0,53,1,0,2,12,1,17,71,2,0,1,26,64,0,0,35,10,13,102,100,103,78,40,104
12301,Kitsap,18402.0,South Kitsap School District,1718.0,Explorer Academy,A,12th Grade,33,15,0,18,0,0,0,3,1,3,26,0,0,1,1,15,0,0,12,7,7,33,33,32,32,18,33
12380,Kitsap,18402.0,South Kitsap School District,2272.0,South Kitsap High School,P,12th Grade,639,322,0,317,6,31,11,85,17,61,428,12,0,46,11,180,0,39,19,32,84,627,632,593,628,459,639
12400,Island,15206.0,South Whidbey School District,1682.0,South Whidbey Academy,A,12th Grade,17,8,0,9,0,0,0,0,0,0,17,0,0,0,0,7,0,0,1,1,2,17,17,17,17,10,17
12413,Island,15206.0,South Whidbey School District,4149.0,South Whidbey High School,P,12th Grade,105,52,0,53,0,7,3,9,0,1,85,1,0,0,4,20,0,0,3,3,15,104,105,105,101,85,105
12443,Spokane,32081.0,Spokane School District,1533.0,A-3 Multiagency Adolescent Prog,I,12th Grade,9,5,0,4,0,0,2,0,0,0,7,0,0,0,0,8,0,0,2,0,7,9,9,9,9,1,9
12506,Spokane,32081.0,Spokane School District,3008.0,Bryant Center,A,12th Grade,13,8,0,5,0,1,0,1,0,0,11,0,0,0,0,7,0,0,1,1,0,13,13,13,13,6,13
12531,Spokane,32081.0,Spokane School District,1603.0,Daybreak Alternative School,5,12th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
12535,Spokane,32081.0,Spokane School District,3819.0,Excelsior Youth Center School,I,12th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
12539,Spokane,32081.0,Spokane School District,3412.0,Ferris High School,P,12th Grade,394,189,0,205,3,15,13,31,3,42,286,31,0,20,19,153,0,4,20,60,44,363,393,374,375,241,394
12631,Spokane,32081.0,Spokane School District,2172.0,Lewis & Clark High School,P,12th Grade,464,237,0,227,4,24,19,47,10,49,311,28,0,51,14,162,0,5,24,71,47,436,461,413,450,302,464
12716,Spokane,32081.0,Spokane School District,2106.0,North Central High School,P,12th Grade,294,152,0,142,2,9,8,26,1,39,209,23,0,11,14,147,0,5,13,50,50,271,287,283,280,147,294
12723,Spokane,32081.0,Spokane School District,5250.0,On Track Academy,A,12th Grade,197,105,0,92,5,0,6,12,1,27,146,2,0,4,26,137,0,2,7,23,19,195,196,193,171,60,197
12728,Spokane,32081.0,Spokane School District,5344.0,Open Doors,R,12th Grade,56,32,0,24,1,0,3,4,0,11,37,0,0,2,1,33,0,1,19,5,0,56,55,54,55,23,56
12732,Spokane,32081.0,Spokane School District,1567.0,Pratt Academy,A,12th Grade,15,2,0,13,0,0,0,3,0,2,10,0,0,0,2,11,0,0,6,4,11,15,14,15,13,4,15
12758,Spokane,32081.0,Spokane School District,2479.0,Rogers High School,P,12th Grade,337,155,0,182,6,26,19,36,14,47,189,27,0,4,51,253,0,1,27,25,77,310,335,333,286,84,337
12779,Spokane,32081.0,Spokane School District,1698.0,SCCP Images,A,12th Grade,66,27,0,39,1,0,1,3,0,6,55,0,0,0,1,38,0,0,4,0,65,66,65,66,65,28,66
12783,Spokane,32081.0,Spokane School District,3189.0,Shadle Park High School,P,12th Grade,291,131,0,160,4,1,9,30,4,33,210,7,0,5,16,142,0,0,12,28,63,284,284,286,275,149,291
12825,Spokane,32081.0,Spokane School District,5301.0,The Community School,P,12th Grade,36,20,0,16,0,0,0,2,0,6,28,0,0,1,4,17,0,0,1,8,6,36,36,35,32,19,36
12829,Spokane,32081.0,Spokane School District,1767.0,The Healing Lodge,I,12th Grade,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
12886,Lincoln,22008.0,Sprague School District,2186.0,Sprague High School,P,12th Grade,7,5,0,2,0,0,0,1,0,0,6,0,0,0,0,5,0,0,1,0,0,7,7,7,7,2,7
12899,Whitman,38322.0,St. John School District,3068.0,St John/Endicott High,P,12th Grade,20,12,0,8,0,0,0,0,0,1,19,0,0,0,0,10,0,0,0,0,1,20,20,20,20,10,20
12923,Snohomish,31401.0,Stanwood-Camano School District,1707.0,Lincoln Hill High School,A,12th Grade,49,22,0,27,0,0,0,3,1,4,41,0,0,1,1,14,0,2,7,0,1,49,49,48,48,35,49
12953,Snohomish,31401.0,Stanwood-Camano School District,2581.0,Stanwood High School,P,12th Grade,332,164,0,168,3,1,6,22,0,10,290,8,0,6,13,68,3,3,14,22,61,324,331,326,319,264,329
13018,Pierce,27001.0,Steilacoom Hist. School District,5410.0,Futures Program,S,12th Grade,8,3,0,5,0,2,0,3,0,0,3,1,0,0,0,2,0,0,0,0,8,7,8,8,8,6,8
13030,Pierce,27001.0,Steilacoom Hist. School District,4131.0,Steilacoom High,P,12th Grade,220,103,0,117,0,20,12,24,4,28,132,4,0,0,2,41,0,34,10,11,20,216,219,220,218,179,220
13034,Pierce,27001.0,Steilacoom Hist. School District,5527.0,Steilacoom PRIDE Academy,R,12th Grade,8,2,0,6,0,0,0,2,0,1,5,0,0,0,0,2,0,2,3,0,0,8,8,8,8,6,8
13060,Skamania,30303.0,Stevenson-Carson School District,3119.0,Stevenson High School,P,12th Grade,78,37,0,41,0,1,0,13,0,4,60,3,0,10,8,36,0,0,4,10,14,75,76,68,70,42,78
13073,Snohomish,31311.0,Sultan School District,5329.0,Open Doors Youth Reengagement,R,12th Grade,3,2,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,3,3,3,3,2,3
13077,Snohomish,31311.0,Sultan School District,5114.0,Sky Valley Options,A,12th Grade,5,0,0,5,0,0,0,2,0,0,3,0,0,0,0,3,0,0,1,0,0,5,5,5,5,2,5
13095,Snohomish,31311.0,Sultan School District,4274.0,Sultan Senior High School,P,12th Grade,113,50,0,63,3,3,2,22,0,2,81,4,0,0,8,55,1,0,4,7,29,109,111,113,105,58,112
13105,Pierce,27905.0,Summit Public School: Olympus,5376.0,Summit Public School: Olympus,P,12th Grade,63,25,0,38,1,2,15,25,1,6,13,8,0,10,0,41,0,0,0,5,4,55,63,53,63,22,63
13110,King,17902.0,Summit Public School: Sierra,5375.0,Summit Public School: Sierra,P,12th Grade,102,53,0,49,0,18,36,8,0,11,29,7,0,27,4,46,0,0,3,12,10,95,102,75,98,56,102
13134,Pierce,27320.0,Sumner School District,4585.0,Bonney Lake High School,P,12th Grade,343,190,0,153,3,11,6,33,0,34,256,8,0,8,15,96,0,5,16,29,41,335,340,335,328,247,343
13196,Pierce,27320.0,Sumner School District,3247.0,Sumner High School,P,12th Grade,487,217,0,270,5,13,3,54,2,36,374,8,0,24,9,108,0,4,10,29,62,479,485,463,478,379,487
13251,Yakima,39201.0,Sunnyside School District,5352.0,SHS Graduation Alliance,R,12th Grade,11,5,0,6,0,0,0,9,0,0,2,0,0,0,0,8,3,0,6,0,0,11,11,11,11,3,8
13262,Yakima,39201.0,Sunnyside School District,2959.0,Sunnyside High School,P,12th Grade,512,265,0,247,0,0,1,475,0,5,31,73,0,0,14,402,84,19,19,2,67,439,511,512,498,110,428
13276,Kitsap,18902.0,Suquamish Tribal Education Department,5319.0,Chief Kitsap Academy,Q,12th Grade,12,6,0,6,5,0,0,1,0,4,2,0,0,0,3,8,3,0,1,1,5,12,11,12,9,4,9
13342,Pierce,27010.0,Tacoma School District,1585.0,Comm Based Trans Program,S,12th Grade,68,25,0,43,0,4,17,8,1,2,36,0,0,0,1,48,0,1,5,0,68,68,67,68,67,20,68
13353,Pierce,27010.0,Tacoma School District,1797.0,Day Reporting School (Closed after 2018-2019 school year),A,12th Grade,4,3,0,1,0,0,2,0,0,1,1,0,0,0,1,2,0,0,2,0,2,4,4,4,3,2,4
13402,Pierce,27010.0,Tacoma School District,3880.0,Foss,P,12th Grade,157,68,0,89,1,27,32,25,7,10,55,24,0,10,13,100,0,1,13,5,33,133,156,147,144,57,157
13467,Pierce,27010.0,Tacoma School District,2215.0,Lincoln,P,12th Grade,330,162,0,168,5,58,79,84,14,30,60,31,0,8,35,240,0,4,18,10,48,299,326,322,295,90,330
13529,Pierce,27010.0,Tacoma School District,3398.0,Mt Tahoma,P,12th Grade,327,159,0,168,2,53,57,95,19,24,77,43,0,6,22,230,1,1,30,12,49,284,325,321,305,97,326
13542,Pierce,27010.0,Tacoma School District,4109.0,Oakland High School,A,12th Grade,52,38,0,14,4,1,12,10,1,9,15,4,0,0,12,44,1,0,15,4,13,48,51,52,40,8,51
13547,Pierce,27010.0,Tacoma School District,4283.0,Pearl Street Center,S,12th Grade,3,3,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,2,0,2,3,1,3,3,0,3
13569,Pierce,27010.0,Tacoma School District,2039.0,Remann Hall Juvenile Detention Center,J,12th Grade,8,1,0,7,0,1,1,2,0,0,4,0,0,0,0,2,0,0,7,0,1,8,6,8,8,6,8
